Time(day),a(km),e,i(deg),n(deg),w(deg),f(deg),hp(km)
131.25393252,24936.735649,0.7160159, 28.0045, 87.7010,205.5284,159.2634,703.500536
133.51805866,24936.583072,0.7159312, 28.0057, 86.9843,206.7104,158.3397,705.569484
136.23509995,24936.726751,0.7158334, 28.0046, 86.1224,208.1176,157.2218,708.050641
138.49920881,24936.793791,0.7158754, 28.0108, 85.4075,209.2774,156.2668,707.022006
139.40499050,24936.847269,0.7159354, 28.0146, 85.1244,209.7413,155.9357,705.541590
141.21669044,24936.986472,0.7160923, 28.0257, 84.5646,210.6673,155.2551,701.667065
142.12247891,24936.950881,0.7161741, 28.0320, 84.2858,211.1328,154.8756,699.616379
144.84010491,24936.709629,0.7163377, 28.0444, 83.4410,212.5451,153.8409,695.469618
144.84014165,24936.709419,0.7163377, 28.0444, 83.4410,212.5451,153.8518,695.469685
146.19898513,24936.668989,0.7163306, 28.0463, 83.0154,213.2573,153.3268,695.635177
147.55756044,24936.529954,0.7162757, 28.0468, 82.5852,213.9683,152.6804,696.965739
147.55792904,24936.526421,0.7162756, 28.0468, 82.5852,213.9683,152.7941,696.966364
148.46404441,24936.481844,0.7162315, 28.0459, 82.2948,214.4419,152.4976,698.053979
149.37004523,24936.542614,0.7161953, 28.0448, 82.0054,214.9137,152.1588,698.973597
151.18197963,24936.780291,0.7161790, 28.0470, 81.4329,215.8458,151.4874,699.447081
153.44714732,24936.832871,0.7163279, 28.0586, 80.7267,217.0013,150.6767,695.748378
154.35322204,24936.853472,0.7164289, 28.0639, 80.4471,217.4659,150.3578,693.235319
156.16548906,24936.762059,0.7166169, 28.0746, 79.8915,218.4000,149.7520,688.520786
157.52473086,24936.563899,0.7167040, 28.0807, 79.4712,219.1081,149.3398,686.293365
158.43090823,24936.445222,0.7167295, 28.0824, 79.1857,219.5847,149.0386,685.624206
159.33713062,24936.395409,0.7167295, 28.0822, 78.8987,220.0634,148.7310,685.609660
159.79021198,24936.362742,0.7167202, 28.0822, 78.7552,220.3014,148.5632,685.832128
161.14954447,24936.483120,0.7166688, 28.0807, 78.3231,221.0172,148.1357,687.149462
164.32152170,24936.482547,0.7165706, 28.0802, 77.3103,222.6699,147.2263,689.597730
166.13413821,24936.658791,0.7166123, 28.0839, 76.7416,223.6012,146.7446,688.608597
168.39995847,24936.526512,0.7167848, 28.0941, 76.0384,224.7614,146.1244,684.268452
169.30636850,24936.493409,0.7168776, 28.0974, 75.7577,225.2293,145.9285,681.945418
174.29163045,24936.163562,0.7170741, 28.1043, 74.1922,227.8486,144.6151,676.952181
174.74468102,24936.141840,0.7170545, 28.1037, 74.0469,228.0881,144.4116,677.434539
179.27706040,24936.439296,0.7169254, 28.1030, 72.5980,230.4538,143.2733,680.738763
184.71628245,24936.147974,0.7173922, 28.1180, 70.9057,233.2705,141.9542,669.015167
186.07612658,24936.247236,0.7174367, 28.1171, 70.4746,233.9936,141.5990,667.932369
190.15589194,24936.230160,0.7172853, 28.1107, 69.1545,236.1655,140.6123,671.704247
192.42249475,24936.437690,0.7172061, 28.1104, 68.4290,237.3500,140.0913,673.738641
195.14246692,24936.395490,0.7172971, 28.1136, 67.5683,238.7577,139.5811,671.456079
198.31586381,24936.219445,0.7175573, 28.1191, 66.5760,240.4095,138.9520,664.918307
199.22260017,24936.117865,0.7176140, 28.1187, 66.2866,240.8912,138.8174,663.476817
200.12934777,24936.070004,0.7176412, 28.1174, 65.9958,241.3763,138.6830,662.783084
200.58264642,24936.122441,0.7176404, 28.1165, 65.8501,241.6187,138.5913,662.818892
205.56982551,24936.324119,0.7173544, 28.1091, 64.2243,244.2749,137.7530,670.006874
207.38333202,24936.406152,0.7173560, 28.1109, 63.6486,245.2151,137.5078,669.989818
209.19690124,24936.160632,0.7174770, 28.1135, 63.0753,246.1548,137.2863,666.905083
210.55705485,24936.169626,0.7175973, 28.1137, 62.6471,246.8656,137.1127,663.907684
212.37065993,24935.993861,0.7177144, 28.1135, 62.0700,247.8278,136.9772,660.935764
214.18431118,24935.727478,0.7177343, 28.1113, 61.4775,248.8044,136.7755,660.365015
214.63767647,24935.670967,0.7177218, 28.1105, 61.3291,249.0485,136.7170,660.660948
217.35819454,24935.911490,0.7175427, 28.1056, 60.4353,250.5112,136.4848,665.194262
219.62529731,24935.812755,0.7173993, 28.1049, 59.6943,251.7093,136.2952,668.743819
220.98556242,24936.022874,0.7173631, 28.1042, 59.2571,252.4204,136.2353,669.705759
223.70612105,24935.776492,0.7174450, 28.1068, 58.3940,253.8329,136.0463,667.592808
226.42674164,24935.837702,0.7176176, 28.1053, 57.5254,255.2679,135.9392,663.306185
228.69398368,24935.278724,0.7176279, 28.1042, 56.7843,256.4897,135.8300,662.891401
234.13540998,24935.507712,0.7172015, 28.1019, 54.9968,259.3862,135.6875,673.588773
234.13541599,24935.507392,0.7172015, 28.1019, 54.9968,259.3862,135.6908,673.588738
235.04231457,24935.592512,0.7172017, 28.1020, 54.7066,259.8565,135.6974,673.607309
235.04231643,24935.592416,0.7172017, 28.1020, 54.7066,259.8565,135.6984,673.607298
239.12344455,24935.172623,0.7174247, 28.1031, 53.4030,261.9932,135.8380,667.927787
239.12345397,24935.172194,0.7174247, 28.1031, 53.4030,261.9932,135.8432,667.927753
239.12345440,24935.172174,0.7174247, 28.1031, 53.4030,261.9932,135.8434,667.927751
240.93734277,24935.201409,0.7174659, 28.1010, 52.8102,262.9676,135.8852,666.909074
241.39081760,24935.284283,0.7174569, 28.1006, 52.6619,263.2119,135.9077,667.157057
243.65820987,24934.900018,0.7173223, 28.1010, 51.9115,264.4356,135.9761,670.404218
245.92560226,24935.107919,0.7171053, 28.1006, 51.1633,265.6453,136.1302,675.873640
246.83255882,24935.242787,0.7170258, 28.1009, 50.8691,266.1220,136.1423,677.896033
249.09994196,24934.956517,0.7169156, 28.1038, 50.1392,267.3008,136.2641,680.561103
250.00669802,24935.019134,0.7169149, 28.1039, 49.8493,267.7705,136.2238,680.597595
250.00689611,24935.010239,0.7169148, 28.1039, 49.8493,267.7705,136.3316,680.596409
250.91385184,24935.125710,0.7169344, 28.1038, 49.5611,268.2402,136.3468,680.140088
251.36733067,24935.180283,0.7169492, 28.1037, 49.4179,268.4752,136.4057,679.788054
254.99522099,24934.531407,0.7170955, 28.1053, 48.2473,270.3911,136.5524,675.956943
263.15809743,24934.585146,0.7165258, 28.1124, 45.5923,274.6962,136.8825,690.176960
264.51860441,24934.318597,0.7165786, 28.1135, 45.1592,275.3972,137.0273,688.784331
270.86768230,24933.969592,0.7166037, 28.1180, 43.0939,278.7659,137.3399,688.060735
275.85626704,24934.112978,0.7161394, 28.1256, 41.4830,281.3706,137.4824,699.677733
276.76326932,24934.218863,0.7161034, 28.1260, 41.1966,281.8346,137.5801,700.604348
280.84480879,24933.853934,0.7162058, 28.1292, 39.9019,283.9355,137.8330,697.947021
283.11236444,24933.527399,0.7162597, 28.1321, 39.1729,285.1295,137.9851,696.510945
285.83348785,24933.397117,0.7160893, 28.1371, 38.2860,286.5727,138.1949,700.722142
288.10106451,24933.514026,0.7158215, 28.1418, 37.5593,287.7509,138.2995,707.433279
288.10111206,24933.512630,0.7158215, 28.1418, 37.5593,287.7509,138.3235,707.433027
289.00809391,24933.473996,0.7157425, 28.1435, 37.2712,288.2138,138.4109,709.390843
290.82213992,24933.713749,0.7156947, 28.1442, 36.6993,289.1336,138.5125,710.652577
291.27565072,24933.834340,0.7157046, 28.1440, 36.5576,289.3633,138.5710,710.440629
294.90378250,24933.310468,0.7159100, 28.1483, 35.4027,291.2380,138.8568,705.168464
295.81082724,24933.355390,0.7159339, 28.1492, 35.1100,291.7152,138.9278,704.584786
298.98551812,24933.137916,0.7158072, 28.1569, 34.0858,293.3869,139.1302,707.683356
300.79960670,24933.349431,0.7156338, 28.1601, 33.5044,294.3290,139.2088,712.066929
304.88126745,24933.463092,0.7153971, 28.1647, 32.2207,296.4029,139.4357,718.001832
306.24178840,24933.739124,0.7154288, 28.1641, 31.7950,297.0910,139.5364,717.289494
309.86995015,24933.277139,0.7156363, 28.1685, 30.6463,298.9590,139.8354,711.983448
310.77701347,24933.356312,0.7156594, 28.1696, 30.3559,299.4332,139.8863,711.429706
313.04467884,24933.245942,0.7155857, 28.1745, 29.6320,300.6200,140.0579,713.236991
313.95173872,24933.136506,0.7155088, 28.1770, 29.3427,301.0908,140.1107,715.123160
314.85880184,24933.185484,0.7154184, 28.1786, 29.0546,301.5577,140.1832,717.390206
315.76584381,24933.409222,0.7153317, 28.1792, 28.7686,302.0200,140.2216,719.615747
316.67288766,24933.658783,0.7152650, 28.1791, 28.4851,302.4785,140.2822,721.349205
317.12640655,24933.742978,0.7152437, 28.1792, 28.3443,302.7067,140.3035,721.905649
318.03343278,24933.660256,0.7152311, 28.1799, 28.0615,303.1625,140.3643,722.196825
318.94047275,24933.569281,0.7152568, 28.1806, 27.7776,303.6187,140.4600,721.528445
320.75456116,24933.625932,0.7153905, 28.1811, 27.2054,304.5404,140.6672,718.212573
321.20807730,24933.722713,0.7154308, 28.1810, 27.0624,304.7728,140.6918,717.233928
323.02218407,24933.500605,0.7155740, 28.1842, 26.4856,305.7142,140.8605,713.600751
323.02219081,24933.500547,0.7155740, 28.1842, 26.4856,305.7142,140.8636,713.600751
323.92926166,24933.302894,0.7156133, 28.1869, 26.1954,306.1880,140.9373,712.563920
325.74338236,24933.339069,0.7156049, 28.1910, 25.6145,307.1361,141.1291,712.783694
325.74340342,24933.338856,0.7156049, 28.1910, 25.6145,307.1361,141.1388,712.783715
327.10398814,24933.530338,0.7155341, 28.1930, 25.1834,307.8428,141.2279,714.605213
328.91811454,24933.355011,0.7154028, 28.1967, 24.6113,308.7742,141.3452,717.828914
330.73220089,24933.585082,0.7152968, 28.1975, 24.0420,309.6932,141.5227,720.536393
330.73220500,24933.585028,0.7152968, 28.1975, 24.0420,309.6932,141.5245,720.536387
331.63925095,24933.825065,0.7152776, 28.1968, 23.7592,310.1500,141.5717,721.082327
332.99982135,24933.811446,0.7153051, 28.1970, 23.3354,310.8353,141.6648,720.393873
333.90686238,24933.709515,0.7153583, 28.1977, 23.0511,311.2936,141.7231,719.038831
334.81389744,24933.700391,0.7154316, 28.1983, 22.7652,311.7546,141.7786,717.207217
335.72094942,24933.792917,0.7155163, 28.1987, 22.4783,312.2190,141.8447,715.123504
336.62796704,24933.879637,0.7156002, 28.1991, 22.1912,312.6868,141.8895,713.055005
339.80270950,24933.382838,0.7157387, 28.2066, 21.1829,314.3399,142.0704,709.460225
340.70978061,24933.474420,0.7157125, 28.2080, 20.8949,314.8115,142.1212,710.140464
341.61684398,24933.646846,0.7156635, 28.2085, 20.6086,315.2805,142.1694,711.410285
342.07038850,24933.694818,0.7156334, 28.2088, 20.4666,315.5138,142.1955,712.174076
342.97744867,24933.650017,0.7155732, 28.2098, 20.1822,315.9778,142.2380,713.662106
343.88449170,24933.613016,0.7155217, 28.2106, 19.8982,316.4380,142.2811,714.936352
343.88450036,24933.612920,0.7155217, 28.2106, 19.8982,316.4380,142.2849,714.936353
345.69858987,24933.871763,0.7154975, 28.2103, 19.3294,317.3527,142.3783,715.614162
347.96621355,24934.026918,0.7156652, 28.2103, 18.6174,318.5023,142.5072,711.477740
348.87324395,24933.880395,0.7157708, 28.2120, 18.3300,318.9675,142.5458,708.801974
349.78030882,24933.792011,0.7158759, 28.2140, 18.0412,319.4363,142.6249,706.155279
350.68736122,24933.810375,0.7159684, 28.2159, 17.7515,319.9083,142.6910,703.854283
351.59443019,24933.890425,0.7160388, 28.2173, 17.4625,320.3823,142.7959,702.121606
352.04796682,24933.898727,0.7160634, 28.2182, 17.3188,320.6198,142.8403,701.510997
352.95504366,24933.746348,0.7160922, 28.2206, 17.0307,321.0947,142.8950,700.750135
356.58338195,24933.873135,0.7159799, 28.2257, 15.8832,322.9738,143.1941,703.586794
357.94383497,24933.914440,0.7159253, 28.2259, 15.4573,323.6686,143.2293,704.959713
358.85093583,24933.878976,0.7159107, 28.2263, 15.1729,324.1289,143.3519,705.312995
360.66502976,24934.050886,0.7159622, 28.2266, 14.6015,325.0482,143.4844,704.078427
361.57206348,24934.211796,0.7160339, 28.2262, 14.3153,325.5099,143.5811,702.335427
362.93263566,24934.157468,0.7161852, 28.2276, 13.8858,326.2081,143.6809,698.549161
363.83969255,24934.004734,0.7162966, 28.2298, 13.5980,326.6771,143.7653,695.726481
365.65382125,24933.899983,0.7164826, 28.2341, 13.0199,327.6232,143.9368,691.058804
366.56089501,24933.952407,0.7165382, 28.2354, 12.7314,328.0988,144.0428,689.687035
367.01443733,24933.985564,0.7165542, 28.2359, 12.5881,328.3368,144.0868,689.297962
367.92151424,24933.832143,0.7165634, 28.2376, 12.3012,328.8120,144.1649,689.026145
368.82858879,24933.710112,0.7165442, 28.2392, 12.0147,329.2847,144.2258,689.469182
371.54977325,24934.050024,0.7164296, 28.2393, 11.1561,330.6858,144.4518,692.424649
372.91034085,24934.160650,0.7164260, 28.2388, 10.7286,331.3802,144.5304,692.544706
374.72442010,24934.140314,0.7165315, 28.2406, 10.1553,332.3053,144.6715,689.907770
374.72442677,24934.140271,0.7165315, 28.2406, 10.1553,332.3053,144.6742,689.907781
375.63147051,24934.209644,0.7166280, 28.2418,  9.8667,332.7709,144.7503,687.522120
376.53853096,24934.309283,0.7167434, 28.2427,  9.5778,333.2397,144.8614,684.672131
377.89913453,24934.212038,0.7169222, 28.2456,  9.1454,333.9495,144.9802,680.188098
378.80620857,24934.031696,0.7170233, 28.2485,  8.8568,334.4253,145.0395,677.616154
380.62034202,24933.907564,0.7171413, 28.2530,  8.2789,335.3795,145.1929,674.636542
381.52739529,24933.987210,0.7171575, 28.2537,  7.9906,335.8563,145.2558,674.255644
381.98094255,24934.051931,0.7171562, 28.2537,  7.8475,336.0945,145.2844,674.306833
382.88806399,24933.974085,0.7171392, 28.2544,  7.5610,336.5694,145.3371,674.708055
386.06273180,24934.109596,0.7170286, 28.2546,  6.5577,338.2103,145.5577,677.505225
386.51633882,24934.164030,0.7170250, 28.2543,  6.4139,338.4437,145.6089,677.609981
387.87679920,24934.259622,0.7170557, 28.2538,  5.9844,339.1421,145.7149,676.870859
388.78384467,24934.207920,0.7171127, 28.2548,  5.6972,339.6076,145.7523,675.436798
389.69089973,24934.207142,0.7171964, 28.2564,  5.4090,340.0745,145.8002,673.349102
