Time(day),a(km),e,i(deg),n(deg),w(deg),m(deg),hp(km)
104.74853817,42169.252823,0.0006031,  4.1326, 72.1317,333.0146, 28.9230,35765.686212
105.74585933,42169.665828,0.0006193,  4.1365, 72.0866,335.3545, 26.6072,35765.414203
106.74316411,42169.816703,0.0006235,  4.1409, 72.0549,337.8515, 24.1174,35765.389025
109.73533267,42168.465789,0.0005801,  4.1526, 72.0420,341.1093, 20.8969,35765.869494
110.73274873,42167.823380,0.0005691,  4.1550, 72.0486,340.3122, 21.7054,35765.688956
112.72753467,42167.047510,0.0005815,  4.1577, 72.0395,338.2883, 23.7588,35764.394331
113.72488178,42166.990205,0.0006020,  4.1586, 72.0167,338.0288, 24.0364,35763.471501
114.72218442,42167.115174,0.0006267,  4.1596, 71.9817,338.4726, 23.6089,35762.553395
120.70581585,42168.036840,0.0007086,  4.1773, 71.7454,346.9512, 15.2384,35760.022026
121.70309928,42167.850899,0.0007043,  4.1811, 71.7319,348.2228, 13.9698,35760.015046
123.69778148,42167.196243,0.0006831,  4.1875, 71.7263,350.2145, 12.0071,35760.257908
126.68978474,42165.957561,0.0006321,  4.1934, 71.7216,350.9273, 11.3308,35761.167976
127.68688408,42165.651713,0.0006179,  4.1946, 71.7063,350.2901, 11.9104,35761.462478
128.68416278,42165.499255,0.0006107,  4.1958, 71.6796,349.3111, 12.9088,35761.613446
130.67862145,42165.845814,0.0006284,  4.1997, 71.5940,347.8074, 14.4528,35761.213544
132.67313048,42166.806387,0.0006740,  4.2072, 71.4973,349.6377, 12.7026,35760.251849
133.67035032,42167.119326,0.0006887,  4.2121, 71.4626,351.7870, 10.5714,35759.945287
134.66759760,42167.078769,0.0006889,  4.2173, 71.4439,354.1005,  8.2719,35759.895272
136.66218347,42165.986861,0.0006536,  4.2264, 71.4496,356.9080,  5.4846,35760.290086
138.65680682,42164.694428,0.0006249,  4.2320, 71.4698,355.9383,  6.4733,35760.212609
141.64858945,42164.304287,0.0006629,  4.2366, 71.4274,353.8126,  8.6514,35758.218284
144.64020048,42165.011690,0.0007270,  4.2439, 71.3105,355.9854,  6.5634,35756.221685
145.63743112,42165.193867,0.0007409,  4.2476, 71.2741,357.2377,  5.3516,35755.817620
148.62906468,42165.088350,0.0007507,  4.2601, 71.2165,  1.2468,  1.4026,35755.298002
148.62908110,42165.088381,0.0007507,  4.2601, 71.2165,  1.2469,  1.4085,35755.298003
149.62632244,42164.824340,0.0007438,  4.2640, 71.2156,  2.5079,  0.1629,35755.328067
153.61521832,42163.224587,0.0006786,  4.2747, 71.2399,  5.8358,356.8499,35756.476586
157.60383267,42162.761417,0.0006402,  4.2815, 71.1619,  3.8038,358.9103,35757.633785
157.60389254,42162.760831,0.0006402,  4.2815, 71.1619,  3.8051,358.9307,35757.633774
160.59533632,42164.008896,0.0006968,  4.2931, 71.0502,  5.0074,357.8184,35756.492491
162.58960920,42163.941732,0.0007051,  4.3037, 71.0307,  9.3443,353.4902,35756.076030
164.58402098,42162.565351,0.0006625,  4.3123, 71.0645, 12.1118,350.7303,35756.499242
166.57840995,42161.370274,0.0006330,  4.3171, 71.0961, 10.8137,352.0293,35756.547131
168.57268969,42161.187520,0.0006525,  4.3200, 71.0807,  8.6300,354.2252,35755.541509
169.56978432,42161.367499,0.0006728,  4.3217, 71.0559,  8.2674,354.5979,35754.864983
171.56395432,42161.866477,0.0007129,  4.3268, 70.9928,  9.0691,353.8307,35753.674444
173.55811766,42162.166799,0.0007381,  4.3341, 70.9414, 11.0901,351.8398,35752.911771
176.54928641,42161.798274,0.0007387,  4.3461, 70.9286, 14.9977,347.8988,35752.519482
177.54676558,42161.468613,0.0007291,  4.3496, 70.9401, 16.3556,346.6688,35752.593810
183.53017409,42159.459628,0.0006214,  4.3603, 70.9726, 20.0165,343.2949,35755.126327
184.52695440,42159.516719,0.0006148,  4.3620, 70.9498, 19.2603,343.9667,35755.463169
186.52091096,42160.148303,0.0006318,  4.3673, 70.8885, 18.0112,345.2121,35755.377969
188.51492312,42160.874800,0.0006689,  4.3759, 70.8428, 19.6497,343.5843,35754.540494
189.51199066,42160.866773,0.0006769,  4.3808, 70.8396, 21.7232,341.5220,35754.193347
191.50620346,42159.753088,0.0006497,  4.3894, 70.8755, 26.0783,337.1769,35754.225926
192.50333449,42158.951371,0.0006237,  4.3923, 70.9031, 27.0267,336.2321,35754.523570
