Time(day),a(km),e,i(deg),n(deg),w(deg),f(deg),hp(km)
3596.17067227,nan,nan,     nan,     nan,     nan,     nan,nan
3606.17466673,nan,nan,     nan,     nan,     nan,     nan,nan
3613.67652783,nan,nan,     nan,     nan,     nan,     nan,nan
3625.67870030,nan,nan,     nan,     nan,     nan,     nan,nan
3625.67870078,nan,nan,     nan,     nan,     nan,     nan,nan
3645.18016176,nan,nan,     nan,     nan,     nan,     nan,nan
3663.18092042,nan,nan,     nan,     nan,     nan,     nan,nan
3670.68159086,nan,nan,     nan,     nan,     nan,     nan,nan
3682.68377480,nan,nan,     nan,     nan,     nan,     nan,nan
3697.68943720,nan,nan,     nan,     nan,     nan,     nan,nan
3703.69229874,nan,nan,     nan,     nan,     nan,     nan,nan
3707.69433864,nan,nan,     nan,     nan,     nan,     nan,nan
3721.70249158,nan,nan,     nan,     nan,     nan,     nan,nan
3724.70432789,nan,nan,     nan,     nan,     nan,     nan,nan
3731.70867662,nan,nan,     nan,     nan,     nan,     nan,nan
3735.71101269,nan,nan,     nan,     nan,     nan,     nan,nan
3741.71433244,nan,nan,     nan,     nan,     nan,     nan,nan
3750.21833211,nan,nan,     nan,     nan,     nan,     nan,nan
3751.21877844,nan,nan,     nan,     nan,     nan,     nan,nan
3756.72085270,nan,nan,     nan,     nan,     nan,     nan,nan
3761.72209864,nan,nan,     nan,     nan,     nan,     nan,nan
3761.72236901,nan,nan,     nan,     nan,     nan,     nan,nan
3777.22493438,nan,nan,     nan,     nan,     nan,     nan,nan
3783.22529776,nan,nan,     nan,     nan,     nan,     nan,nan
3793.22583660,nan,nan,     nan,     nan,     nan,     nan,nan
3797.22586234,nan,nan,     nan,     nan,     nan,     nan,nan
3801.22594484,nan,nan,     nan,     nan,     nan,     nan,nan
3803.22599965,nan,nan,     nan,     nan,     nan,     nan,nan
3812.22648221,nan,nan,     nan,     nan,     nan,     nan,nan
3820.72692330,nan,nan,     nan,     nan,     nan,     nan,nan
3822.22715504,nan,nan,     nan,     nan,     nan,     nan,nan
3824.72750220,nan,nan,     nan,     nan,     nan,     nan,nan
3828.72828708,nan,nan,     nan,     nan,     nan,     nan,nan
3840.73178512,nan,nan,     nan,     nan,     nan,     nan,nan
3844.23312982,nan,nan,     nan,     nan,     nan,     nan,nan
3856.23893341,nan,nan,     nan,     nan,     nan,     nan,nan
3869.24639828,nan,nan,     nan,     nan,     nan,     nan,nan
3870.24702913,nan,nan,     nan,     nan,     nan,     nan,nan
3875.25021443,nan,nan,     nan,     nan,     nan,     nan,nan
3879.25268874,nan,nan,     nan,     nan,     nan,     nan,nan
3889.25864391,nan,nan,     nan,     nan,     nan,     nan,nan
3897.26270292,nan,nan,     nan,     nan,     nan,     nan,nan
3904.26572464,nan,nan,     nan,     nan,     nan,     nan,nan
3907.26673267,nan,nan,     nan,     nan,     nan,     nan,nan
3947.27199267,nan,nan,     nan,     nan,     nan,     nan,nan
3954.27217625,nan,nan,     nan,     nan,     nan,     nan,nan
3961.27245043,nan,nan,     nan,     nan,     nan,     nan,nan
3968.27291153,nan,nan,     nan,     nan,     nan,     nan,nan
3983.77590321,nan,nan,     nan,     nan,     nan,     nan,nan
3987.77716730,nan,nan,     nan,     nan,     nan,     nan,nan
3994.77973552,nan,nan,     nan,     nan,     nan,     nan,nan
4006.28532976,nan,nan,     nan,     nan,     nan,     nan,nan
4008.28639599,nan,nan,     nan,     nan,     nan,     nan,nan
4014.79024021,nan,nan,     nan,     nan,     nan,     nan,nan
4017.79213903,nan,nan,     nan,     nan,     nan,     nan,nan
4021.79476159,nan,nan,     nan,     nan,     nan,     nan,nan
4024.79688166,nan,nan,     nan,     nan,     nan,     nan,nan
4027.79914090,nan,nan,     nan,     nan,     nan,     nan,nan
4032.80120419,nan,nan,     nan,     nan,     nan,     nan,nan
4039.80607028,nan,nan,     nan,     nan,     nan,     nan,nan
4044.30743069,nan,nan,     nan,     nan,     nan,     nan,nan
4047.80907481,nan,nan,     nan,     nan,     nan,     nan,nan
4050.81036565,nan,nan,     nan,     nan,     nan,     nan,nan
4052.81115528,nan,nan,     nan,     nan,     nan,     nan,nan
4057.31270882,nan,nan,     nan,     nan,     nan,     nan,nan
4063.31435440,nan,nan,     nan,     nan,     nan,     nan,nan
4070.31565236,nan,nan,     nan,     nan,     nan,     nan,nan
4077.31651539,nan,nan,     nan,     nan,     nan,     nan,nan
4080.31683538,nan,nan,     nan,     nan,     nan,     nan,nan
4087.31718205,nan,nan,     nan,     nan,     nan,     nan,nan
4097.31734448,nan,nan,     nan,     nan,     nan,     nan,nan
4114.31781506,nan,nan,     nan,     nan,     nan,     nan,nan
4115.31790709,nan,nan,     nan,     nan,     nan,     nan,nan
4121.31850081,nan,nan,     nan,     nan,     nan,     nan,nan
4123.31878493,nan,nan,     nan,     nan,     nan,     nan,nan
4127.31948513,nan,nan,     nan,     nan,     nan,     nan,nan
4129.31990645,nan,nan,     nan,     nan,     nan,     nan,nan
4136.32167120,nan,nan,     nan,     nan,     nan,     nan,nan
4148.32628300,nan,nan,     nan,     nan,     nan,     nan,nan
4152.82837089,nan,nan,     nan,     nan,     nan,     nan,nan
4156.33047942,nan,nan,     nan,     nan,     nan,     nan,nan
4158.33137064,nan,nan,     nan,     nan,     nan,     nan,nan
4164.33488352,nan,nan,     nan,     nan,     nan,     nan,nan
4166.33609210,nan,nan,     nan,     nan,     nan,     nan,nan
4170.33861672,nan,nan,     nan,     nan,     nan,     nan,nan
4173.34051401,nan,nan,     nan,     nan,     nan,     nan,nan
4179.34439277,nan,nan,     nan,     nan,     nan,     nan,nan
4190.35093500,nan,nan,     nan,     nan,     nan,     nan,nan
4194.35304362,nan,nan,     nan,     nan,     nan,     nan,nan
4197.35448796,nan,nan,     nan,     nan,     nan,     nan,nan
4206.35789382,nan,nan,     nan,     nan,     nan,     nan,nan
4208.35847539,nan,nan,     nan,     nan,     nan,     nan,nan
4213.35972981,nan,nan,     nan,     nan,     nan,     nan,nan
4218.86085617,nan,nan,     nan,     nan,     nan,     nan,nan
4224.86231871,nan,nan,     nan,     nan,     nan,     nan,nan
4231.86286416,nan,nan,     nan,     nan,     nan,     nan,nan
4235.36291984,nan,nan,     nan,     nan,     nan,     nan,nan
4241.86332349,nan,nan,     nan,     nan,     nan,     nan,nan
4257.86313781,nan,nan,     nan,     nan,     nan,     nan,nan
4267.86375815,nan,nan,     nan,     nan,     nan,     nan,nan
4280.86604037,nan,nan,     nan,     nan,     nan,     nan,nan
4291.36936214,nan,nan,     nan,     nan,     nan,     nan,nan
4301.87426844,nan,nan,     nan,     nan,     nan,     nan,nan
4313.88131515,nan,nan,     nan,     nan,     nan,     nan,nan
4317.88385827,nan,nan,     nan,     nan,     nan,     nan,nan
4330.89231188,nan,nan,     nan,     nan,     nan,     nan,nan
4331.89296934,nan,nan,     nan,     nan,     nan,     nan,nan
4332.89358216,nan,nan,     nan,     nan,     nan,     nan,nan
4343.89983075,nan,nan,     nan,     nan,     nan,     nan,nan
4346.90134146,nan,nan,     nan,     nan,     nan,     nan,nan
4353.40410059,nan,nan,     nan,     nan,     nan,     nan,nan
4365.40630556,nan,nan,     nan,     nan,     nan,     nan,nan
4375.40713589,nan,nan,     nan,     nan,     nan,     nan,nan
4384.40779690,nan,nan,     nan,     nan,     nan,     nan,nan
4385.40797479,nan,nan,     nan,     nan,     nan,     nan,nan
4391.40817960,nan,nan,     nan,     nan,     nan,     nan,nan
4395.40809072,nan,nan,     nan,     nan,     nan,     nan,nan
4403.40820494,nan,nan,     nan,     nan,     nan,     nan,nan
4408.40828463,nan,nan,     nan,     nan,     nan,     nan,nan
4409.40835130,nan,nan,     nan,     nan,     nan,     nan,nan
4410.40839457,nan,nan,     nan,     nan,     nan,     nan,nan
4411.40845173,nan,nan,     nan,     nan,     nan,     nan,nan
4413.40853475,nan,nan,     nan,     nan,     nan,     nan,nan
4417.40887557,nan,nan,     nan,     nan,     nan,     nan,nan
4427.91085750,nan,nan,     nan,     nan,     nan,     nan,nan
4436.41324971,nan,nan,     nan,     nan,     nan,     nan,nan
4441.41530539,nan,nan,     nan,     nan,     nan,     nan,nan
4448.41872415,nan,nan,     nan,     nan,     nan,     nan,nan
4459.42516790,nan,nan,     nan,     nan,     nan,     nan,nan
4465.42892826,nan,nan,     nan,     nan,     nan,     nan,nan
4471.43287710,nan,nan,     nan,     nan,     nan,     nan,nan
4474.43517019,nan,nan,     nan,     nan,     nan,     nan,nan
4485.44214012,nan,nan,     nan,     nan,     nan,     nan,nan
4487.44338554,nan,nan,     nan,     nan,     nan,     nan,nan
4488.44400030,nan,nan,     nan,     nan,     nan,     nan,nan
4491.44541536,nan,nan,     nan,     nan,     nan,     nan,nan
4495.94750002,nan,nan,     nan,     nan,     nan,     nan,nan
4500.94953025,nan,nan,     nan,     nan,     nan,     nan,nan
4505.45077569,nan,nan,     nan,     nan,     nan,     nan,nan
4515.95284716,nan,nan,     nan,     nan,     nan,     nan,nan
4528.45375048,nan,nan,     nan,     nan,     nan,     nan,nan
4532.95363014,nan,nan,     nan,     nan,     nan,     nan,nan
4543.95383097,nan,nan,     nan,     nan,     nan,     nan,nan
4554.95395888,nan,nan,     nan,     nan,     nan,     nan,nan
4561.95433914,nan,nan,     nan,     nan,     nan,     nan,nan
4568.95528384,nan,nan,     nan,     nan,     nan,     nan,nan
4581.95854317,nan,nan,     nan,     nan,     nan,     nan,nan
4583.95929231,nan,nan,     nan,     nan,     nan,     nan,nan
4584.95976435,nan,nan,     nan,     nan,     nan,     nan,nan
4590.96244602,nan,nan,     nan,     nan,     nan,     nan,nan
4600.96805871,nan,nan,     nan,     nan,     nan,     nan,nan
4610.97450418,nan,nan,     nan,     nan,     nan,     nan,nan
4620.98138814,nan,nan,     nan,     nan,     nan,     nan,nan
4631.98873722,nan,nan,     nan,     nan,     nan,     nan,nan
4641.49408196,nan,nan,     nan,     nan,     nan,     nan,nan
4674.50137836,nan,nan,     nan,     nan,     nan,     nan,nan
4686.49981706,nan,nan,     nan,     nan,     nan,     nan,nan
4695.49974067,nan,nan,     nan,     nan,     nan,     nan,nan
4700.49953245,nan,nan,     nan,     nan,     nan,     nan,nan
4701.49952652,nan,nan,     nan,     nan,     nan,     nan,nan
4703.49958252,nan,nan,     nan,     nan,     nan,     nan,nan
4704.49960758,nan,nan,     nan,     nan,     nan,     nan,nan
4708.49977091,nan,nan,     nan,     nan,     nan,     nan,nan
4719.50130885,nan,nan,     nan,     nan,     nan,     nan,nan
4728.50373372,nan,nan,     nan,     nan,     nan,     nan,nan
4737.50753297,nan,nan,     nan,     nan,     nan,     nan,nan
4746.51281050,nan,nan,     nan,     nan,     nan,     nan,nan
4755.51783740,nan,nan,     nan,     nan,     nan,     nan,nan
4758.51979686,nan,nan,     nan,     nan,     nan,     nan,nan
4763.52318797,nan,nan,     nan,     nan,     nan,     nan,nan
4770.52807708,nan,nan,     nan,     nan,     nan,     nan,nan
4775.53121194,nan,nan,     nan,     nan,     nan,     nan,nan
4781.53449611,nan,nan,     nan,     nan,     nan,     nan,nan
4795.53893820,nan,nan,     nan,     nan,     nan,     nan,nan
4920.01194711,nan,nan,     nan,     nan,     nan,     nan,nan
4926.00619784,nan,nan,     nan,     nan,     nan,     nan,nan
4998.02780618,nan,nan,     nan,     nan,     nan,     nan,nan
5014.58752825,nan,nan,     nan,     nan,     nan,     nan,nan
5028.46813848,nan,nan,     nan,     nan,     nan,     nan,nan
5041.12768417,nan,nan,     nan,     nan,     nan,     nan,nan
5057.02780618,nan,nan,     nan,     nan,     nan,     nan,nan
5073.74650734,nan,nan,     nan,     nan,     nan,     nan,nan
5073.74729809,nan,nan,     nan,     nan,     nan,     nan,nan
5078.00102533,nan,nan,     nan,     nan,     nan,     nan,nan
5084.57280544,nan,nan,     nan,     nan,     nan,     nan,nan
5087.73002684,nan,nan,     nan,     nan,     nan,     nan,nan
5088.12424388,nan,nan,     nan,     nan,     nan,     nan,nan
