Time(day),a(km),e,i(deg),n(deg),w(deg),m(deg),hp(km)
92.33397868,24933.441273,0.7156848, 27.8923, 99.9688,185.4041,172.0109,710.820834
93.69100448,24933.372818,0.7155667, 27.8877, 99.5362,186.1084,169.2939,713.745424
94.59598643,24933.246642,0.7155043, 27.8851, 99.2482,186.5757,167.7245,715.265751
95.50098406,24933.216362,0.7154662, 27.8838, 98.9601,187.0399,166.1719,716.206993
97.76304150,24933.349543,0.7155103, 27.8897, 98.2399,188.1996,161.9462,715.146873
98.66736427,24933.584397,0.7155719, 27.8948, 97.9525,188.6670,159.8520,713.677547
99.57210966,24933.673773,0.7156366, 27.9017, 97.6674,189.1360,158.0835,712.089126
101.38175372,24933.798817,0.7157174, 27.9156, 97.1004,190.0761,154.6501,710.109170
102.73908055,24933.781960,0.7157186, 27.9233, 96.6738,190.7839,152.1402,710.075408
104.54884227,24933.741200,0.7156476, 27.9259, 96.1028,191.7306,148.7848,711.834658
106.35882167,24933.636423,0.7155245, 27.9244, 95.5310,192.6700,145.6140,714.874271
107.71622502,24933.496214,0.7154439, 27.9227, 95.0990,193.3707,143.1856,716.844194
108.62132221,24933.582942,0.7154126, 27.9211, 94.8098,193.8377,141.7017,717.649475
109.52625378,24933.615478,0.7154025, 27.9210, 94.5224,194.3033,140.0851,717.908889
111.33645785,24933.731034,0.7154409, 27.9254, 93.9507,195.2296,137.1212,716.985114
113.59922009,24933.860726,0.7155865, 27.9379, 93.2381,196.3917,133.4161,713.391110
114.50435616,24933.884788,0.7156531, 27.9437, 92.9554,196.8597,131.9507,711.738043
116.31475319,24934.028224,0.7157415, 27.9550, 92.3918,197.7974,129.1009,709.574489
117.21946834,24934.000917,0.7157539, 27.9594, 92.1090,198.2687,127.2851,709.256791
118.57735526,24933.914514,0.7157307, 27.9620, 91.6804,198.9779,125.2096,709.811282
119.48311662,24933.826442,0.7156904, 27.9619, 91.3946,199.4513,124.2282,710.790063
119.93558030,24933.807488,0.7156637, 27.9615, 91.2515,199.6860,123.4074,711.451160
122.65158023,24933.863178,0.7155224, 27.9599, 90.3884,201.0893,119.4692,714.991199
123.55714492,24934.006734,0.7155216, 27.9605, 90.0995,201.5543,118.3469,715.051487
124.46253739,24934.105414,0.7155542, 27.9633, 89.8136,202.0179,117.0863,714.265582
126.27340285,24934.465165,0.7156944, 27.9752, 89.2489,202.9419,114.6110,710.873402
128.53737461,24934.454012,0.7159005, 27.9937, 88.5463,204.1077,111.7882,705.730676
129.44284791,24934.399510,0.7159546, 27.9990, 88.2655,204.5792,110.5593,704.366715
130.34840073,24934.364658,0.7159787, 28.0032, 87.9843,205.0510,109.3898,703.754444
131.25393252,24934.425263,0.7159745, 28.0058, 87.7016,205.5234,108.2012,703.877135
133.51805866,24934.285355,0.7158911, 28.0069, 86.9848,206.7054,105.4796,705.917239
136.23509995,24934.425898,0.7157933, 28.0059, 86.1232,208.1122,102.3135,708.396745
138.49920881,24934.497619,0.7158359, 28.0120, 85.4081,209.2722, 99.6207,707.353061
139.40499050,24934.565884,0.7158959, 28.0159, 85.1251,209.7359, 98.6543,705.877753
141.21669044,24934.721429,0.7160518, 28.0271, 84.5654,210.6617, 96.8115,702.034926
142.12247891,24934.700493,0.7161339, 28.0334, 84.2865,211.1272, 95.8322,699.982376
144.84010491,24934.529997,0.7162976, 28.0457, 83.4418,212.5394, 93.0876,695.852204
144.84014165,24934.529860,0.7162975, 28.0457, 83.4418,212.5394, 93.1168,695.852256
146.19898513,24934.489405,0.7162903, 28.0477, 83.0163,213.2514, 91.7612,696.020957
147.55756044,24934.362691,0.7162366, 28.0482, 82.5859,213.9623, 90.1990,697.325106
147.55792904,24934.360221,0.7162365, 28.0482, 82.5859,213.9623, 90.4916,697.325692
148.46404441,24934.353374,0.7161933, 28.0471, 82.2955,214.4359, 89.7773,698.401412
149.37004523,24934.409396,0.7161575, 28.0461, 82.0063,214.9077, 88.9785,699.310923
151.18197963,24934.696847,0.7161412, 28.0484, 81.4339,215.8395, 87.3321,699.796922
153.44714732,24934.829249,0.7162911, 28.0599, 80.7273,216.9951, 85.4700,696.098492
